id_string,loan_id_string,amount,date,direction,is_late,fee
02305,0425,315.0,2019-12-22,debit,0,0.0
02306,0427,325.0,2013-11-03,debit,0,0.0
02307,0427,325.0,2013-11-10,debit,0,0.0
02308,0427,325.0,2013-11-17,debit,0,0.0
02309,0427,325.0,2013-11-24,debit,0,0.0
02310,0428,125.0,2016-02-21,debit,0,0.0
02311,0428,125.0,2016-02-28,debit,0,0.0
02312,0428,125.0,2016-03-06,debit,0,0.0
02313,0428,125.0,2016-03-14,debit,1,20.0
02314,0428,125.0,2016-03-20,debit,0,0.0
02315,0428,125.0,2016-03-27,debit,0,0.0
02316,0428,125.0,2016-04-03,debit,0,0.0
02317,0428,125.0,2016-04-10,debit,0,0.0
02318,0428,125.0,2016-04-17,debit,0,0.0
02319,0428,125.0,2016-04-24,debit,0,0.0
02320,0428,125.0,2016-05-01,debit,0,0.0
02321,0428,125.0,2016-05-08,debit,0,0.0
02322,0429,300.0,2013-01-21,debit,0,0.0
02323,0429,300.0,2013-01-28,debit,0,0.0
02324,0429,300.0,2013-02-04,debit,0,0.0
02325,0429,300.0,2013-02-11,debit,0,0.0
02326,0429,300.0,2013-02-18,debit,0,0.0
02327,0430,190.83,2016-10-23,debit,0,0.0
02328,0430,190.83,2016-10-30,debit,0,0.0
02329,0430,190.83,2016-11-06,debit,0,0.0
02330,0430,190.83,2016-11-13,debit,0,0.0
02331,0430,190.83,2016-11-21,debit,1,20.0
02332,0430,190.83,2016-11-27,debit,0,0.0
02333,0430,190.83,2016-12-04,debit,0,0.0
02334,0430,190.83,2016-12-11,debit,0,0.0
02335,0430,190.83,2016-12-18,debit,0,0.0
02336,0430,190.83,2016-12-25,debit,0,0.0
02337,0430,190.83,2017-01-01,debit,0,0.0
02338,0430,190.83,2017-01-08,debit,0,0.0
02339,0431,467.5,2017-05-12,debit,0,0.0
02340,0431,467.5,2017-05-19,debit,0,0.0
02341,0431,467.5,2017-05-26,debit,0,0.0
02342,0431,467.5,2017-06-02,debit,0,0.0
02343,0432,92.664,2012-03-14,debit,0,0.0
02344,0432,92.664,2012-03-21,debit,0,0.0
02345,0432,92.664,2012-03-28,debit,0,0.0
02346,0432,92.664,2012-04-04,debit,0,0.0
02347,0432,92.664,2012-04-11,debit,0,0.0
02348,0432,92.664,2012-04-18,debit,0,0.0
02349,0432,92.664,2012-04-25,debit,0,0.0
02350,0432,92.664,2012-05-02,debit,0,0.0
02351,0432,92.664,2012-05-09,debit,0,0.0
02352,0432,92.664,2012-05-16,debit,0,0.0
02353,0432,92.664,2012-05-23,debit,0,0.0
02354,0432,92.664,2012-05-30,debit,0,0.0
02355,0432,92.664,2012-06-06,debit,0,0.0
02356,0432,92.664,2012-06-14,debit,1,20.0
02357,0432,92.664,2012-06-20,debit,0,0.0
02358,0434,164.0,2018-11-20,debit,0,0.0
02359,0434,164.0,2018-11-27,debit,0,0.0
02360,0434,164.0,2018-12-04,debit,0,0.0
02361,0434,164.0,2018-12-11,debit,0,0.0
02362,0434,164.0,2018-12-18,debit,0,0.0
02363,0434,164.0,2018-12-25,debit,0,0.0
02364,0434,164.0,2019-01-01,debit,0,0.0
02365,0434,164.0,2019-01-08,debit,0,0.0
02366,0434,164.0,2019-01-15,debit,0,0.0
02367,0434,164.0,2019-01-22,debit,0,0.0
02368,0434,164.0,2019-01-29,debit,0,0.0
02369,0434,164.0,2019-02-05,debit,0,0.0
02370,0434,164.0,2019-02-12,debit,0,0.0
02371,0434,164.0,2019-02-19,debit,0,0.0
02372,0434,164.0,2019-02-26,debit,0,0.0
02373,0436,225.0,2012-09-06,debit,0,0.0
02374,0436,225.0,2012-09-13,debit,0,0.0
02375,0436,225.0,2012-09-20,debit,0,0.0
02376,0436,225.0,2012-09-27,debit,0,0.0
02377,0436,225.0,2012-10-04,debit,0,0.0
02378,0436,225.0,2012-10-12,debit,1,20.0
02379,0436,225.0,2012-10-18,debit,0,0.0
02380,0436,225.0,2012-10-25,debit,0,0.0
02381,0437,137.5,2016-08-24,debit,0,0.0
02382,0437,137.5,2016-08-31,debit,0,0.0
02383,0437,137.5,2016-09-07,debit,0,0.0
02384,0437,137.5,2016-09-15,debit,1,20.0
02385,0437,137.5,2016-09-21,debit,0,0.0
02386,0437,137.5,2016-09-28,debit,0,0.0
02387,0437,137.5,2016-10-05,debit,0,0.0
02388,0437,137.5,2016-10-12,debit,0,0.0
02389,0437,137.5,2016-10-19,debit,0,0.0
02390,0437,137.5,2016-10-26,debit,0,0.0
02391,0437,137.5,2016-11-02,debit,0,0.0
02392,0437,137.5,2016-11-09,debit,0,0.0
02393,0438,240.0,2014-07-30,debit,0,0.0
02394,0438,240.0,2014-08-06,debit,0,0.0
02395,0438,240.0,2014-08-13,debit,0,0.0
02396,0438,240.0,2014-08-20,debit,0,0.0
02397,0438,240.0,2014-08-27,debit,0,0.0
02398,0439,133.33,2015-05-18,debit,0,0.0
02399,0439,133.33,2015-05-25,debit,0,0.0
02400,0439,133.33,2015-06-01,debit,0,0.0
02401,0439,133.33,2015-06-08,debit,0,0.0
02402,0439,133.33,2015-06-15,debit,0,0.0
02403,0439,133.33,2015-06-22,debit,0,0.0
02404,0439,133.33,2015-06-29,debit,0,0.0
02405,0439,133.33,2015-07-06,debit,0,0.0
02406,0439,133.33,2015-07-13,debit,0,0.0
02407,0439,133.33,2015-07-20,debit,0,0.0
02408,0439,133.33,2015-07-27,debit,0,0.0
02409,0439,133.33,2015-08-03,debit,0,0.0
02410,0441,224.0,2016-08-27,debit,0,0.0
02411,0441,224.0,2016-09-03,debit,0,0.0
02412,0441,224.0,2016-09-10,debit,0,0.0
02413,0441,224.0,2016-09-17,debit,0,0.0
02414,0441,224.0,2016-09-24,debit,0,0.0
02415,0442,118.33,2019-05-24,debit,0,0.0
02416,0442,118.33,2019-05-31,debit,0,0.0
02417,0442,118.33,2019-06-07,debit,0,0.0
02418,0442,118.33,2019-06-14,debit,0,0.0
02419,0442,118.33,2019-06-21,debit,0,0.0
02420,0442,118.33,2019-06-28,debit,0,0.0
02421,0442,118.33,2019-07-05,debit,0,0.0
02422,0442,118.33,2019-07-12,debit,0,0.0
02423,0442,118.33,2019-07-19,debit,0,0.0
02424,0442,118.33,2019-07-26,debit,0,0.0
02425,0442,118.33,2019-08-02,debit,0,0.0
02426,0442,118.33,2019-08-10,debit,1,20.0
02427,0443,108.33,2015-07-15,debit,0,0.0
02428,0443,108.33,2015-07-22,debit,0,0.0
02429,0443,108.33,2015-07-29,debit,0,0.0
02430,0443,108.33,2015-08-05,debit,0,0.0
02431,0443,108.33,2015-08-12,debit,0,0.0
02432,0443,108.33,2015-08-19,debit,0,0.0
02433,0443,108.33,2015-08-26,debit,0,0.0
02434,0443,108.33,2015-09-02,debit,0,0.0
02435,0443,108.33,2015-09-09,debit,0,0.0
02436,0443,108.33,2015-09-16,debit,0,0.0
02437,0443,108.33,2015-09-23,debit,0,0.0
02438,0443,108.33,2015-09-30,debit,0,0.0
02439,0444,140.0,2015-12-30,debit,0,0.0
02440,0444,140.0,2016-01-06,debit,0,0.0
02441,0444,140.0,2016-01-13,debit,0,0.0
02442,0444,140.0,2016-01-20,debit,0,0.0
02443,0444,140.0,2016-01-27,debit,0,0.0
02444,0444,140.0,2016-02-03,debit,0,0.0
02445,0444,140.0,2016-02-10,debit,0,0.0
02446,0444,140.0,2016-02-17,debit,0,0.0
02447,0445,75.83,2012-05-13,debit,0,0.0
02448,0445,75.83,2012-05-20,debit,0,0.0
02449,0445,75.83,2012-05-27,debit,0,0.0
02450,0445,75.83,2012-06-03,debit,0,0.0
02451,0445,75.83,2012-06-10,debit,0,0.0
02452,0445,75.83,2012-06-17,debit,0,0.0
02453,0445,75.83,2012-06-24,debit,0,0.0
02454,0445,75.83,2012-07-01,debit,0,0.0
02455,0445,75.83,2012-07-08,debit,0,0.0
02456,0445,75.83,2012-07-15,debit,0,0.0
02457,0445,75.83,2012-07-22,debit,0,0.0
02458,0445,75.83,2012-07-29,debit,0,0.0
02459,0446,220.0,2015-03-29,debit,0,0.0
02460,0446,220.0,2015-04-05,debit,0,0.0
02461,0446,220.0,2015-04-12,debit,0,0.0
02462,0446,220.0,2015-04-19,debit,0,0.0
02463,0447,130.0,2016-03-25,debit,0,0.0
02464,0447,130.0,2016-04-01,debit,0,0.0
02465,0447,130.0,2016-04-08,debit,0,0.0
02466,0447,130.0,2016-04-15,debit,0,0.0
02467,0447,130.0,2016-04-22,debit,0,0.0
02468,0447,130.0,2016-04-29,debit,0,0.0
02469,0447,130.0,2016-05-06,debit,0,0.0
02470,0447,130.0,2016-05-13,debit,0,0.0
02471,0448,152.5,2017-06-21,debit,0,0.0
02472,0448,152.5,2017-06-28,debit,0,0.0
02473,0448,152.5,2017-07-05,debit,0,0.0
02474,0448,152.5,2017-07-12,debit,0,0.0
02475,0448,152.5,2017-07-19,debit,0,0.0
02476,0448,152.5,2017-07-26,debit,0,0.0
02477,0448,152.5,2017-08-03,debit,1,20.0
02478,0448,152.5,2017-08-09,debit,0,0.0
02479,0450,74.0,2015-06-07,debit,0,0.0
02480,0450,74.0,2015-06-14,debit,0,0.0
02481,0450,74.0,2015-06-21,debit,0,0.0
02482,0450,74.0,2015-06-28,debit,0,0.0
02483,0450,74.0,2015-07-05,debit,0,0.0
02484,0450,74.0,2015-07-12,debit,0,0.0
02485,0450,74.0,2015-07-19,debit,0,0.0
02486,0450,74.0,2015-07-26,debit,0,0.0
02487,0450,74.0,2015-08-02,debit,0,0.0
02488,0450,74.0,2015-08-09,debit,0,0.0
02489,0450,74.0,2015-08-16,debit,0,0.0
02490,0450,74.0,2015-08-23,debit,0,0.0
02491,0450,74.0,2015-08-30,debit,0,0.0
02492,0450,74.0,2015-09-06,debit,0,0.0
02493,0450,74.0,2015-09-13,debit,0,0.0
02494,0451,73.33,2017-06-22,debit,0,0.0
02495,0451,73.33,2017-06-29,debit,0,0.0
02496,0451,73.33,2017-07-06,debit,0,0.0
02497,0451,73.33,2017-07-13,debit,0,0.0
02498,0451,73.33,2017-07-20,debit,0,0.0
02499,0451,73.33,2017-07-27,debit,0,0.0
02500,0451,73.33,2017-08-03,debit,0,0.0
02501,0451,73.33,2017-08-10,debit,0,0.0
02502,0451,73.33,2017-08-17,debit,0,0.0
02503,0451,73.33,2017-08-24,debit,0,0.0
02504,0451,73.33,2017-08-31,debit,0,0.0
02505,0451,73.33,2017-09-07,debit,0,0.0
02506,0454,277.5,2017-08-19,debit,0,0.0
02507,0454,277.5,2017-08-26,debit,0,0.0
02508,0454,277.5,2017-09-02,debit,0,0.0
02509,0454,277.5,2017-09-09,debit,0,0.0
02510,0455,220.0,2012-10-29,debit,0,0.0
02511,0455,220.0,2012-11-05,debit,0,0.0
02512,0455,220.0,2012-11-12,debit,0,0.0
02513,0455,220.0,2012-11-19,debit,0,0.0
02514,0456,110.0,2019-01-22,debit,0,0.0
02515,0456,110.0,2019-01-29,debit,0,0.0
02516,0456,110.0,2019-02-05,debit,0,0.0
02517,0456,110.0,2019-02-12,debit,0,0.0
02518,0456,110.0,2019-02-19,debit,0,0.0
02519,0456,110.0,2019-02-26,debit,0,0.0
02520,0456,110.0,2019-03-05,debit,0,0.0
02521,0456,110.0,2019-03-12,debit,0,0.0
02522,0456,110.0,2019-03-19,debit,0,0.0
02523,0456,110.0,2019-03-26,debit,0,0.0
02524,0457,87.5,2015-08-18,debit,0,0.0
02525,0457,87.5,2015-08-25,debit,0,0.0
02526,0457,87.5,2015-09-01,debit,0,0.0
02527,0457,87.5,2015-09-08,debit,0,0.0
02528,0457,87.5,2015-09-15,debit,0,0.0
02529,0457,87.5,2015-09-23,debit,1,20.0
02530,0457,87.5,2015-09-29,debit,0,0.0
02531,0457,87.5,2015-10-06,debit,0,0.0
02532,0457,87.5,2015-10-13,debit,0,0.0
02533,0457,87.5,2015-10-20,debit,0,0.0
02534,0457,87.5,2015-10-27,debit,0,0.0
02535,0457,87.5,2015-11-03,debit,0,0.0
02536,0458,116.67,2018-05-23,debit,0,0.0
02537,0458,116.67,2018-05-30,debit,0,0.0
02538,0458,116.67,2018-06-06,debit,0,0.0
02539,0458,116.67,2018-06-13,debit,0,0.0
02540,0458,116.67,2018-06-20,debit,0,0.0
02541,0458,116.67,2018-06-27,debit,0,0.0
02542,0458,116.67,2018-07-04,debit,0,0.0
02543,0458,116.67,2018-07-11,debit,0,0.0
02544,0458,116.67,2018-07-19,debit,1,20.0
02545,0458,116.67,2018-07-25,debit,0,0.0
02546,0458,116.67,2018-08-01,debit,0,0.0
02547,0458,116.67,2018-08-08,debit,0,0.0
02548,0459,196.0,2013-04-13,debit,0,0.0
02549,0459,196.0,2013-04-20,debit,0,0.0
02550,0459,196.0,2013-04-27,debit,0,0.0
02551,0459,196.0,2013-05-04,debit,0,0.0
02552,0459,196.0,2013-05-11,debit,0,0.0
02553,0460,237.5,2019-09-30,debit,0,0.0
02554,0460,237.5,2019-10-07,debit,0,0.0
02555,0460,237.5,2019-10-14,debit,0,0.0
02556,0460,237.5,2019-10-21,debit,0,0.0
02557,0461,212.5,2017-01-20,debit,0,0.0
02558,0461,212.5,2017-01-27,debit,0,0.0
02559,0461,212.5,2017-02-03,debit,0,0.0
02560,0461,212.5,2017-02-10,debit,0,0.0
02561,0463,110.0,2013-07-26,debit,0,0.0
02562,0463,110.0,2013-08-02,debit,0,0.0
02563,0463,110.0,2013-08-09,debit,0,0.0
02564,0463,110.0,2013-08-16,debit,0,0.0
02565,0463,110.0,2013-08-23,debit,0,0.0
02566,0463,110.0,2013-08-30,debit,0,0.0
02567,0463,110.0,2013-09-06,debit,0,0.0
02568,0463,110.0,2013-09-13,debit,0,0.0
02569,0463,110.0,2013-09-20,debit,0,0.0
02570,0463,110.0,2013-09-27,debit,0,0.0
02571,0464,141.67,2012-03-18,debit,1,20.0
02572,0464,141.67,2012-03-24,debit,0,0.0
02573,0464,141.67,2012-03-31,debit,0,0.0
02574,0464,141.67,2012-04-07,debit,0,0.0
02575,0464,141.67,2012-04-14,debit,0,0.0
02576,0464,141.67,2012-04-21,debit,0,0.0
02577,0464,141.67,2012-04-28,debit,0,0.0
02578,0464,141.67,2012-05-05,debit,0,0.0
02579,0464,141.67,2012-05-12,debit,0,0.0
02580,0464,141.67,2012-05-19,debit,0,0.0
02581,0464,141.67,2012-05-26,debit,0,0.0
02582,0464,141.67,2012-06-02,debit,0,0.0
02583,0465,143.33,2012-11-16,debit,0,0.0
02584,0465,143.33,2012-11-23,debit,0,0.0
02585,0465,143.33,2012-11-30,debit,0,0.0
02586,0465,143.33,2012-12-07,debit,0,0.0
02587,0465,143.33,2012-12-14,debit,0,0.0
02588,0465,143.33,2012-12-21,debit,0,0.0
02589,0465,143.33,2012-12-28,debit,0,0.0
02590,0465,143.33,2013-01-04,debit,0,0.0
02591,0465,143.33,2013-01-11,debit,0,0.0
02592,0465,143.33,2013-01-18,debit,0,0.0
02593,0465,143.33,2013-01-25,debit,0,0.0
02594,0465,143.33,2013-02-01,debit,0,0.0
02595,0466,237.5,2014-03-04,debit,0,0.0
02596,0466,237.5,2014-03-11,debit,0,0.0
02597,0466,237.5,2014-03-18,debit,0,0.0
02598,0466,237.5,2014-03-25,debit,0,0.0
02599,0467,310.0,2013-09-07,debit,0,0.0
02600,0467,310.0,2013-09-14,debit,0,0.0
02601,0467,310.0,2013-09-21,debit,0,0.0
02602,0467,310.0,2013-09-28,debit,0,0.0
02603,0468,204.0,2015-07-02,debit,0,0.0
02604,0468,204.0,2015-07-09,debit,0,0.0
02605,0468,204.0,2015-07-16,debit,0,0.0
02606,0468,204.0,2015-07-23,debit,0,0.0
02607,0468,204.0,2015-07-30,debit,0,0.0
02608,0469,275.0,2018-05-01,debit,0,0.0
02609,0469,275.0,2018-05-09,debit,1,20.0
02610,0469,275.0,2018-05-15,debit,0,0.0
02611,0469,275.0,2018-05-22,debit,0,0.0
02612,0470,258.0,2017-02-04,debit,0,0.0
02613,0470,258.0,2017-02-11,debit,0,0.0
02614,0470,258.0,2017-02-18,debit,0,0.0
02615,0470,258.0,2017-02-25,debit,0,0.0
02616,0470,258.0,2017-03-04,debit,0,0.0
02617,0471,66.0,2017-01-26,debit,0,0.0
02618,0471,66.0,2017-02-02,debit,0,0.0
02619,0471,66.0,2017-02-09,debit,0,0.0
02620,0471,66.0,2017-02-16,debit,0,0.0
02621,0471,66.0,2017-02-23,debit,0,0.0
02622,0471,66.0,2017-03-02,debit,0,0.0
02623,0471,66.0,2017-03-09,debit,0,0.0
02624,0471,66.0,2017-03-16,debit,0,0.0
02625,0471,66.0,2017-03-23,debit,0,0.0
02626,0471,66.0,2017-03-30,debit,0,0.0
02627,0471,66.0,2017-04-06,debit,0,0.0
02628,0471,66.0,2017-04-13,debit,0,0.0
02629,0471,66.0,2017-04-20,debit,0,0.0
02630,0471,66.0,2017-04-28,debit,1,20.0
02631,0471,66.0,2017-05-04,debit,0,0.0
02632,0472,146.25,2016-02-14,debit,0,0.0
02633,0472,146.25,2016-02-21,debit,0,0.0
02634,0472,146.25,2016-02-28,debit,0,0.0
02635,0472,146.25,2016-03-06,debit,0,0.0
02636,0472,146.25,2016-03-13,debit,0,0.0
02637,0472,146.25,2016-03-20,debit,0,0.0
02638,0472,146.25,2016-03-27,debit,0,0.0
02639,0472,146.25,2016-04-03,debit,0,0.0
02640,0473,82.0,2014-12-03,debit,0,0.0
02641,0473,82.0,2014-12-10,debit,0,0.0
02642,0473,82.0,2014-12-17,debit,0,0.0
02643,0473,82.0,2014-12-24,debit,0,0.0
02644,0473,82.0,2014-12-31,debit,0,0.0
02645,0473,82.0,2015-01-07,debit,0,0.0
02646,0473,82.0,2015-01-14,debit,0,0.0
02647,0473,82.0,2015-01-21,debit,0,0.0
02648,0473,82.0,2015-01-28,debit,0,0.0
02649,0473,82.0,2015-02-04,debit,0,0.0
02650,0473,82.0,2015-02-12,debit,1,20.0
02651,0473,82.0,2015-02-19,debit,1,20.0
02652,0473,82.0,2015-02-25,debit,0,0.0
02653,0473,82.0,2015-03-04,debit,0,0.0
02654,0473,82.0,2015-03-11,debit,0,0.0
02655,0474,109.17,2013-12-04,debit,0,0.0
02656,0474,109.17,2013-12-11,debit,0,0.0
02657,0474,109.17,2013-12-18,debit,0,0.0
02658,0474,109.17,2013-12-25,debit,0,0.0
02659,0474,109.17,2014-01-01,debit,0,0.0
02660,0474,109.17,2014-01-08,debit,0,0.0
02661,0474,109.17,2014-01-15,debit,0,0.0
02662,0474,109.17,2014-01-22,debit,0,0.0
02663,0474,109.17,2014-01-29,debit,0,0.0
02664,0474,109.17,2014-02-05,debit,0,0.0
02665,0474,109.17,2014-02-12,debit,0,0.0
02666,0474,109.17,2014-02-19,debit,0,0.0
02667,0475,250.0,2014-04-26,debit,1,20.0
02668,0475,250.0,2014-05-03,debit,1,20.0
02669,0475,250.0,2014-05-09,debit,0,0.0
02670,0475,250.0,2014-05-16,debit,0,0.0
02671,0476,94.17,2014-04-02,debit,0,0.0
02672,0476,94.17,2014-04-09,debit,0,0.0
02673,0476,94.17,2014-04-16,debit,0,0.0
02674,0476,94.17,2014-04-23,debit,0,0.0
02675,0476,94.17,2014-04-30,debit,0,0.0
02676,0476,94.17,2014-05-07,debit,0,0.0
02677,0476,94.17,2014-05-15,debit,1,20.0
02678,0476,94.17,2014-05-21,debit,0,0.0
02679,0476,94.17,2014-05-28,debit,0,0.0
02680,0476,94.17,2014-06-04,debit,0,0.0
02681,0476,94.17,2014-06-11,debit,0,0.0
02682,0476,94.17,2014-06-18,debit,0,0.0
02683,0477,252.5,2015-08-01,debit,0,0.0
02684,0477,252.5,2015-08-08,debit,0,0.0
02685,0477,252.5,2015-08-15,debit,0,0.0
02686,0477,252.5,2015-08-22,debit,0,0.0
02687,0479,66.67,2017-11-21,debit,0,0.0
02688,0479,66.67,2017-11-28,debit,0,0.0
02689,0479,66.67,2017-12-06,debit,1,20.0
02690,0479,66.67,2017-12-12,debit,0,0.0
02691,0479,66.67,2017-12-19,debit,0,0.0
02692,0479,66.67,2017-12-26,debit,0,0.0
02693,0479,66.67,2018-01-03,debit,1,20.0
02694,0479,66.67,2018-01-09,debit,0,0.0
02695,0479,66.67,2018-01-16,debit,0,0.0
02696,0479,66.67,2018-01-23,debit,0,0.0
02697,0479,66.67,2018-01-30,debit,0,0.0
02698,0479,66.67,2018-02-06,debit,0,0.0
02699,0480,88.75,2018-03-30,debit,1,20.0
02700,0480,88.75,2018-04-05,debit,0,0.0
02701,0480,88.75,2018-04-12,debit,0,0.0
02702,0480,88.75,2018-04-19,debit,0,0.0
02703,0480,88.75,2018-04-26,debit,0,0.0
02704,0480,88.75,2018-05-03,debit,0,0.0
02705,0480,88.75,2018-05-10,debit,0,0.0
02706,0480,88.75,2018-05-17,debit,0,0.0
02707,0482,117.5,2016-02-19,debit,0,0.0
02708,0482,117.5,2016-02-26,debit,0,0.0
02709,0482,117.5,2016-03-04,debit,0,0.0
02710,0482,117.5,2016-03-11,debit,0,0.0
02711,0482,117.5,2016-03-18,debit,0,0.0
02712,0482,117.5,2016-03-25,debit,0,0.0
02713,0482,117.5,2016-04-01,debit,0,0.0
02714,0482,117.5,2016-04-08,debit,0,0.0
02715,0483,112.5,2016-01-20,debit,0,0.0
02716,0483,112.5,2016-01-27,debit,0,0.0
02717,0483,112.5,2016-02-03,debit,0,0.0
02718,0483,112.5,2016-02-11,debit,1,20.0
02719,0483,112.5,2016-02-17,debit,0,0.0
02720,0483,112.5,2016-02-24,debit,0,0.0
02721,0483,112.5,2016-03-03,debit,1,20.0
02722,0483,112.5,2016-03-09,debit,0,0.0
02723,0484,96.664,2017-08-15,debit,0,0.0
02724,0484,96.664,2017-08-22,debit,0,0.0
02725,0484,96.664,2017-08-29,debit,0,0.0
02726,0484,96.664,2017-09-05,debit,0,0.0
02727,0484,96.664,2017-09-12,debit,0,0.0
02728,0484,96.664,2017-09-19,debit,0,0.0
02729,0484,96.664,2017-09-26,debit,0,0.0
02730,0484,96.664,2017-10-03,debit,0,0.0
02731,0484,96.664,2017-10-10,debit,0,0.0
02732,0484,96.664,2017-10-17,debit,0,0.0
02733,0484,96.664,2017-10-24,debit,0,0.0
02734,0484,96.664,2017-10-31,debit,0,0.0
02735,0484,96.664,2017-11-07,debit,0,0.0
02736,0484,96.664,2017-11-14,debit,0,0.0
02737,0484,96.664,2017-11-21,debit,0,0.0
02738,0485,152.5,2013-08-23,debit,0,0.0
02739,0485,152.5,2013-08-30,debit,0,0.0
02740,0485,152.5,2013-09-06,debit,0,0.0
02741,0485,152.5,2013-09-13,debit,0,0.0
02742,0486,127.5,2015-02-08,debit,0,0.0
02743,0486,127.5,2015-02-15,debit,0,0.0
02744,0486,127.5,2015-02-22,debit,0,0.0
02745,0486,127.5,2015-03-01,debit,0,0.0
02746,0486,127.5,2015-03-08,debit,0,0.0
02747,0486,127.5,2015-03-15,debit,0,0.0
02748,0486,127.5,2015-03-22,debit,0,0.0
02749,0486,127.5,2015-03-29,debit,0,0.0
02750,0486,127.5,2015-04-06,debit,1,20.0
02751,0486,127.5,2015-04-12,debit,0,0.0
02752,0486,127.5,2015-04-19,debit,0,0.0
02753,0486,127.5,2015-04-26,debit,0,0.0
02754,0487,325.0,2018-10-10,debit,0,0.0
02755,0487,325.0,2018-10-17,debit,0,0.0
02756,0487,325.0,2018-10-24,debit,0,0.0
02757,0487,325.0,2018-10-31,debit,0,0.0
02758,0489,81.33600000000001,2013-05-31,debit,1,20.0
02759,0489,81.33600000000001,2013-06-06,debit,0,0.0
02760,0489,81.33600000000001,2013-06-13,debit,0,0.0
02761,0489,81.33600000000001,2013-06-20,debit,0,0.0
02762,0489,81.33600000000001,2013-06-27,debit,0,0.0
02763,0489,81.33600000000001,2013-07-04,debit,0,0.0
02764,0489,81.33600000000001,2013-07-11,debit,0,0.0
02765,0489,81.33600000000001,2013-07-18,debit,0,0.0
02766,0489,81.33600000000001,2013-07-25,debit,0,0.0
02767,0489,81.33600000000001,2013-08-01,debit,0,0.0
02768,0489,81.33600000000001,2013-08-08,debit,0,0.0
02769,0489,81.33600000000001,2013-08-15,debit,0,0.0
02770,0489,81.33600000000001,2013-08-22,debit,0,0.0
02771,0489,81.33600000000001,2013-08-29,debit,0,0.0
02772,0489,81.33600000000001,2013-09-05,debit,0,0.0
02773,0493,115.83,2015-08-21,debit,0,0.0
02774,0493,115.83,2015-08-28,debit,0,0.0
02775,0493,115.83,2015-09-05,debit,1,20.0
02776,0493,115.83,2015-09-11,debit,0,0.0
02777,0493,115.83,2015-09-18,debit,0,0.0
02778,0493,115.83,2015-09-25,debit,0,0.0
02779,0493,115.83,2015-10-02,debit,0,0.0
02780,0493,115.83,2015-10-09,debit,0,0.0
02781,0493,115.83,2015-10-16,debit,0,0.0
02782,0493,115.83,2015-10-23,debit,0,0.0
02783,0493,115.83,2015-10-30,debit,0,0.0
02784,0493,115.83,2015-11-06,debit,0,0.0
02785,0494,322.5,2012-04-22,debit,0,0.0
02786,0494,322.5,2012-04-29,debit,0,0.0
02787,0494,322.5,2012-05-06,debit,0,0.0
02788,0494,322.5,2012-05-13,debit,0,0.0
02789,0495,357.5,2014-07-13,debit,0,0.0
02790,0495,357.5,2014-07-21,debit,1,20.0
02791,0495,357.5,2014-07-27,debit,0,0.0
02792,0495,357.5,2014-08-03,debit,0,0.0
02793,0496,270.0,2015-10-13,debit,0,0.0
02794,0496,270.0,2015-10-20,debit,0,0.0
02795,0496,270.0,2015-10-27,debit,0,0.0
02796,0496,270.0,2015-11-04,debit,1,20.0
02797,0497,432.5,2019-05-17,debit,0,0.0
02798,0497,432.5,2019-05-24,debit,0,0.0
02799,0497,432.5,2019-05-31,debit,0,0.0
02800,0497,432.5,2019-06-07,debit,0,0.0
02801,0498,390.0,2015-12-16,debit,0,0.0
02802,0498,390.0,2015-12-23,debit,0,0.0
02803,0498,390.0,2015-12-30,debit,0,0.0
02804,0498,390.0,2016-01-06,debit,0,0.0
02805,0499,114.0,2018-09-23,debit,0,0.0
02806,0499,114.0,2018-10-01,debit,1,20.0
02807,0499,114.0,2018-10-07,debit,0,0.0
02808,0499,114.0,2018-10-14,debit,0,0.0
02809,0499,114.0,2018-10-21,debit,0,0.0
02810,0499,114.0,2018-10-28,debit,0,0.0
02811,0499,114.0,2018-11-04,debit,0,0.0
02812,0499,114.0,2018-11-11,debit,0,0.0
02813,0499,114.0,2018-11-18,debit,0,0.0
02814,0499,114.0,2018-11-25,debit,0,0.0
02815,0499,114.0,2018-12-02,debit,0,0.0
02816,0499,114.0,2018-12-09,debit,0,0.0
02817,0499,114.0,2018-12-16,debit,0,0.0
02818,0499,114.0,2018-12-23,debit,0,0.0
02819,0499,114.0,2018-12-30,debit,0,0.0
02820,0500,124.0,2015-05-11,debit,1,20.0
02821,0500,124.0,2015-05-18,debit,1,20.0
02822,0500,124.0,2015-05-24,debit,0,0.0
02823,0500,124.0,2015-05-31,debit,0,0.0
02824,0500,124.0,2015-06-07,debit,0,0.0
02825,0500,124.0,2015-06-14,debit,0,0.0
02826,0500,124.0,2015-06-21,debit,0,0.0
02827,0500,124.0,2015-06-28,debit,0,0.0
02828,0500,124.0,2015-07-05,debit,0,0.0
02829,0500,124.0,2015-07-12,debit,0,0.0
02830,0502,166.67,2015-11-27,debit,1,20.0
02831,0502,166.67,2015-12-03,debit,0,0.0
02832,0502,166.67,2015-12-10,debit,0,0.0
02833,0502,166.67,2015-12-17,debit,0,0.0
02834,0502,166.67,2015-12-24,debit,0,0.0
02835,0502,166.67,2015-12-31,debit,0,0.0
02836,0502,166.67,2016-01-07,debit,0,0.0
02837,0502,166.67,2016-01-14,debit,0,0.0
02838,0502,166.67,2016-01-21,debit,0,0.0
02839,0502,166.67,2016-01-28,debit,0,0.0
