id_string,customer_id_string,lender_state,origination_date,due_date,term_weeks,principal_amount,total_due_amount,paid_amount,fee_amount,collateral_assessed,collateral_sold,defaulted
0257,0125,FL,2013-02-07,2013-03-07,4,1590.0,1690.0,1690.0,20.0,8628.72,0.0,0
0258,0125,AL,2012-04-04,2012-05-30,8,1550.0,1750.0,1750.0,0.0,8362.66,0.0,0
0259,0126,FL,2018-09-04,2018-11-27,12,1190.0,1490.0,1490.0400000000002,0.0,8760.49,0.0,0
0260,0127,FL,2013-08-25,2013-10-20,8,860.0,1060.0,1060.0,0.0,4757.3,0.0,0
0261,0127,AL,2015-09-13,2015-12-06,12,490.0,790.0,789.9600000000002,0.0,3811.9,0.0,0
0262,0128,FL,2012-09-22,2012-12-15,12,500.0,800.0,800.0399999999998,20.0,4025.19,0.0,0
0263,0128,FL,2015-12-30,2016-03-23,12,670.0,970.0,969.9600000000002,20.0,5611.83,0.0,0
0264,0129,TN,2018-02-27,2018-03-27,4,990.0,1090.0,1090.0,0.0,7253.29,0.0,0
0265,0130,TN,2016-12-19,2017-01-16,4,630.0,730.0,730.0,0.0,4047.7,0.0,0
0266,0131,FL,2018-12-22,2019-01-19,4,1080.0,1180.0,0.0,0.0,5462.09,0.0,1
0267,0131,TN,2013-09-05,2013-10-03,4,1000.0,1100.0,0.0,0.0,3993.44,3079.16,1
0268,0131,FL,2013-11-04,2013-12-02,4,690.0,790.0,790.0,20.0,4060.77,0.0,0
0269,0132,FL,2014-04-03,2014-05-01,4,1480.0,1580.0,1580.0,0.0,6783.69,0.0,0
0270,0133,AL,2012-11-30,2013-01-25,8,480.0,680.0,680.0,0.0,2501.19,0.0,0
0271,0133,TN,2015-11-11,2016-01-06,8,670.0,870.0,0.0,0.0,4937.1,3669.34,1
0272,0134,AL,2014-12-24,2015-03-18,12,1250.0,1550.0,1550.0400000000002,20.0,8179.28,0.0,0
0273,0135,FL,2019-01-10,2019-03-07,8,440.0,640.0,640.0,20.0,3808.32,0.0,0
0274,0136,MS,2013-03-12,2013-05-07,8,860.0,1060.0,1060.0,0.0,7929.68,0.0,0
0275,0136,FL,2014-10-10,2014-12-05,8,1260.0,1460.0,0.0,0.0,7268.44,6416.61,1
0276,0136,TN,2016-04-09,2016-05-07,4,990.0,1090.0,1090.0,0.0,6693.84,0.0,0
0277,0137,TN,2016-03-15,2016-04-12,4,970.0,1070.0,1070.0,0.0,6276.9,0.0,0
0278,0138,TN,2017-10-18,2017-12-13,8,850.0,1050.0,1050.0,20.0,4789.35,0.0,0
0279,0139,FL,2016-04-21,2016-05-19,4,780.0,880.0,0.0,0.0,5281.28,3829.2,1
0280,0139,FL,2014-09-02,2014-11-25,12,680.0,980.0,980.0400000000001,0.0,5876.62,0.0,0
0281,0139,FL,2014-10-05,2014-11-02,4,1280.0,1380.0,1380.0,20.0,6694.74,0.0,0
0282,0139,TN,2016-10-02,2016-11-27,8,1210.0,1410.0,1410.0,0.0,6619.05,0.0,0
0283,0139,MS,2016-05-24,2016-06-21,4,1040.0,1140.0,1140.0,0.0,6771.75,0.0,0
0284,0139,FL,2017-06-29,2017-07-27,4,1050.0,1150.0,1150.0,0.0,5632.41,0.0,0
0285,0139,MS,2017-10-25,2017-11-22,4,830.0,930.0,930.0,0.0,7870.35,0.0,0
0286,0140,AL,2019-05-28,2019-06-25,4,1310.0,1410.0,1410.0,0.0,8863.74,0.0,0
0287,0140,FL,2019-03-28,2019-04-25,4,1620.0,1720.0,0.0,0.0,9167.88,8241.9,1
0288,0140,FL,2017-03-26,2017-04-23,4,1180.0,1280.0,1280.0,0.0,9373.59,0.0,0
0289,0141,FL,2019-12-28,2020-01-25,4,870.0,970.0,970.0,0.0,5524.68,0.0,0
0290,0142,FL,2012-06-10,2012-07-08,4,700.0,800.0,800.0,20.0,6146.34,0.0,0
0291,0142,TN,2018-07-25,2018-08-22,4,630.0,730.0,730.0,0.0,4327.37,0.0,0
0292,0142,FL,2014-10-17,2014-12-12,8,740.0,940.0,940.0,0.0,6103.75,0.0,0
0293,0142,FL,2015-09-02,2015-10-28,8,560.0,760.0,760.0,0.0,5417.05,0.0,0
0294,0142,FL,2019-12-21,2020-01-18,4,680.0,780.0,780.0,0.0,5970.79,0.0,0
0295,0143,FL,2018-12-23,2019-03-17,12,890.0,1190.0,1190.04,0.0,6573.88,0.0,0
0296,0144,MS,2012-10-03,2012-10-31,4,1120.0,1220.0,0.0,0.0,6382.33,5321.27,1
0297,0145,FL,2013-12-20,2014-02-14,8,1320.0,1520.0,1520.0,0.0,7309.25,0.0,0
0298,0146,MS,2015-06-07,2015-08-30,12,1200.0,1500.0,0.0,0.0,5417.44,0.0,1
0299,0146,FL,2012-12-29,2013-01-26,4,1090.0,1190.0,1190.0,0.0,6248.7,0.0,0
0300,0146,FL,2016-04-20,2016-05-18,4,850.0,950.0,950.0,0.0,5316.58,0.0,0
0301,0147,FL,2016-03-04,2016-04-01,4,730.0,830.0,830.0,0.0,7037.45,0.0,0
0302,0147,FL,2018-07-26,2018-10-18,12,750.0,1050.0,1050.0,40.0,7279.75,0.0,0
0303,0147,FL,2016-04-28,2016-05-26,4,1380.0,1480.0,1480.0,0.0,7597.47,0.0,0
0304,0148,FL,2016-04-22,2016-07-15,12,1550.0,1850.0,1850.0400000000002,0.0,6964.24,0.0,0
0305,0149,FL,2019-12-23,2020-02-17,8,1040.0,1240.0,1240.0,0.0,5206.35,0.0,0
0306,0149,TN,2013-06-04,2013-07-02,4,1370.0,1470.0,1470.0,0.0,6212.43,0.0,0
0307,0149,FL,2019-12-07,2020-01-04,4,1200.0,1300.0,0.0,0.0,6300.22,5045.07,1
0308,0150,FL,2014-02-11,2014-04-08,8,970.0,1170.0,0.0,0.0,6268.76,6228.94,1
0309,0150,FL,2015-06-01,2015-06-29,4,1670.0,1770.0,1770.0,0.0,7453.05,0.0,0
0310,0151,TN,2015-03-09,2015-05-04,8,1060.0,1260.0,1260.0,0.0,7249.87,0.0,0
0311,0151,FL,2018-05-06,2018-06-03,4,810.0,910.0,910.0,0.0,7126.52,0.0,0
0312,0151,FL,2014-08-14,2014-09-11,4,1500.0,1600.0,0.0,0.0,7730.69,5868.82,1
0313,0152,FL,2015-12-02,2016-01-27,8,1080.0,1280.0,1280.0,0.0,6071.26,0.0,0
0314,0152,FL,2013-09-02,2013-09-30,4,390.0,490.0,0.0,0.0,3804.19,2838.63,1
0315,0152,FL,2015-05-07,2015-07-02,8,520.0,720.0,0.0,0.0,5208.94,0.0,1
0316,0153,TN,2017-09-13,2017-10-11,4,1180.0,1280.0,1280.0,0.0,6121.76,0.0,0
0317,0153,FL,2016-02-29,2016-03-28,4,910.0,1010.0,1010.0,0.0,6091.92,0.0,0
0318,0154,FL,2013-01-12,2013-02-09,4,700.0,800.0,800.0,0.0,4880.67,0.0,0
0319,0155,FL,2013-07-05,2013-08-02,4,990.0,1090.0,0.0,0.0,7869.75,5741.67,1
0320,0156,AL,2013-05-18,2013-08-10,12,940.0,1240.0,0.0,0.0,4970.84,3704.38,1
0321,0157,FL,2016-06-16,2016-07-14,4,690.0,790.0,790.0,0.0,5505.0,0.0,0
0322,0157,FL,2019-04-21,2019-05-19,4,600.0,700.0,700.0,0.0,5678.09,0.0,0
0323,0157,FL,2019-02-15,2019-03-15,4,1070.0,1170.0,1170.0,0.0,5826.78,0.0,0
0324,0157,FL,2013-12-14,2014-01-11,4,950.0,1050.0,1050.0,0.0,5995.76,0.0,0
0325,0157,AL,2014-11-30,2015-02-22,12,900.0,1200.0,1200.0,0.0,5855.72,0.0,0
0326,0158,FL,2019-01-18,2019-03-15,8,680.0,880.0,880.0,0.0,5645.93,0.0,0
0327,0159,FL,2019-08-29,2019-11-21,12,1490.0,1790.0,1790.0400000000002,20.0,10175.89,0.0,0
0328,0159,TN,2019-03-13,2019-06-05,12,1120.0,1420.0,1419.9599999999998,0.0,7816.58,0.0,0
0329,0160,FL,2015-03-18,2015-06-10,12,820.0,1120.0,1119.96,0.0,5863.91,0.0,0
0330,0160,FL,2014-01-14,2014-02-11,4,900.0,1000.0,1000.0,0.0,4828.55,0.0,0
0331,0161,FL,2016-10-04,2016-11-01,4,1060.0,1160.0,1160.0,0.0,7488.69,0.0,0
0332,0162,FL,2015-10-03,2015-11-28,8,650.0,850.0,850.0,0.0,3376.35,0.0,0
0333,0163,FL,2016-10-01,2016-10-29,4,1310.0,1410.0,1410.0,20.0,7613.38,0.0,0
0334,0163,AL,2018-06-03,2018-08-26,12,920.0,1220.0,1220.04,0.0,6440.51,0.0,0
0335,0163,FL,2014-07-23,2014-09-17,8,880.0,1080.0,1080.0,20.0,6022.07,0.0,0
0336,0164,AL,2014-12-26,2015-01-23,4,670.0,770.0,0.0,0.0,3905.17,3094.16,1
0337,0164,TN,2015-10-12,2015-11-09,4,950.0,1050.0,0.0,0.0,6925.05,0.0,1
0338,0165,FL,2014-01-24,2014-04-18,12,1530.0,1830.0,1830.0,80.0,8531.61,0.0,0
0339,0165,TN,2013-05-30,2013-06-27,4,1830.0,1930.0,1930.0,0.0,10329.58,0.0,0
0340,0165,MS,2014-08-28,2014-09-25,4,1920.0,2020.0,2020.0,0.0,9680.42,0.0,0
0341,0166,TN,2017-10-24,2017-12-19,8,1190.0,1390.0,1390.0,20.0,7266.37,0.0,0
0342,0167,FL,2018-08-03,2018-10-26,12,1340.0,1640.0,1640.04,0.0,7031.4,0.0,0
0343,0168,FL,2014-07-06,2014-08-03,4,1480.0,1580.0,1580.0,0.0,7757.31,0.0,0
0344,0168,FL,2013-09-21,2013-10-19,4,1200.0,1300.0,1300.0,0.0,8021.21,0.0,0
0345,0168,TN,2017-09-08,2017-10-06,4,1580.0,1680.0,1680.0,20.0,8333.14,0.0,0
0346,0168,TN,2015-12-02,2015-12-30,4,1260.0,1360.0,1360.0,0.0,8311.82,0.0,0
0347,0168,FL,2018-07-04,2018-08-01,4,1630.0,1730.0,1730.0,0.0,8440.33,0.0,0
0348,0168,MS,2016-03-16,2016-04-13,4,970.0,1070.0,1070.0,0.0,7022.93,0.0,0
0349,0168,TN,2016-01-02,2016-02-27,8,1390.0,1590.0,0.0,0.0,5966.26,5271.62,1
0350,0168,FL,2014-07-19,2014-08-16,4,1160.0,1260.0,1260.0,0.0,7269.17,0.0,0
0351,0169,FL,2014-02-13,2014-05-08,12,1230.0,1530.0,1530.0,0.0,8242.64,0.0,0
0352,0169,FL,2013-10-23,2013-11-20,4,1360.0,1460.0,1460.0,20.0,8534.01,0.0,0
0353,0169,MS,2013-12-22,2014-01-19,4,1980.0,2080.0,2080.0,0.0,10194.43,0.0,0
0354,0169,FL,2014-03-11,2014-05-06,8,1000.0,1200.0,1200.0,0.0,8526.97,0.0,0
0355,0169,TN,2012-03-18,2012-04-15,4,1040.0,1140.0,1140.0,0.0,8775.51,0.0,0
0356,0170,FL,2015-01-04,2015-02-01,4,700.0,800.0,0.0,0.0,4742.98,4341.04,1
0357,0171,FL,2016-06-07,2016-07-05,4,1180.0,1280.0,1280.0,0.0,9597.66,0.0,0
0358,0172,FL,2016-06-11,2016-07-09,4,450.0,550.0,0.0,0.0,3562.03,2558.87,1
0359,0173,TN,2018-04-10,2018-05-08,4,860.0,960.0,960.0,20.0,5159.75,0.0,0
0360,0173,FL,2014-08-30,2014-09-27,4,1000.0,1100.0,1100.0,0.0,5062.75,0.0,0
0361,0173,MS,2017-03-15,2017-04-12,4,880.0,980.0,980.0,0.0,5139.45,0.0,0
0362,0174,AL,2016-04-30,2016-05-28,4,740.0,840.0,840.0,0.0,4813.32,0.0,0
0363,0175,TN,2017-12-14,2018-02-08,8,1390.0,1590.0,1590.0,0.0,9272.09,0.0,0
0364,0176,TN,2015-09-20,2015-10-18,4,930.0,1030.0,0.0,0.0,6080.77,4354.46,1
0365,0176,MS,2012-02-21,2012-04-17,8,940.0,1140.0,0.0,0.0,5519.26,4698.98,1
0366,0177,TN,2019-11-17,2019-12-15,4,770.0,870.0,870.0,0.0,6326.28,0.0,0
0367,0178,FL,2016-08-23,2016-09-20,4,510.0,610.0,610.0,0.0,3669.51,0.0,0
0368,0178,FL,2016-11-23,2016-12-21,4,770.0,870.0,870.0,0.0,4325.37,0.0,0
0369,0179,TN,2012-07-19,2012-09-13,8,1090.0,1290.0,0.0,0.0,7379.24,6941.72,1
0370,0180,FL,2018-01-01,2018-01-29,4,1250.0,1350.0,1350.0,0.0,5442.9,0.0,0
0371,0181,TN,2015-09-01,2015-11-24,12,570.0,870.0,870.0,40.0,3710.51,0.0,0
0372,0182,FL,2012-11-30,2013-01-25,8,950.0,1150.0,1150.0,0.0,4991.71,0.0,0
0373,0183,MS,2016-02-03,2016-03-02,4,1240.0,1340.0,0.0,0.0,5520.62,4020.33,1
0374,0183,FL,2013-07-22,2013-08-19,4,1210.0,1310.0,0.0,0.0,6100.19,0.0,1
0375,0183,AL,2016-10-06,2016-11-03,4,870.0,970.0,970.0,40.0,4722.82,0.0,0
0376,0184,MS,2015-05-24,2015-07-19,8,1140.0,1340.0,1340.0,0.0,4999.26,0.0,0
0377,0184,TN,2018-07-13,2018-10-05,12,610.0,910.0,909.9600000000002,20.0,3624.51,0.0,0
0378,0184,FL,2012-08-30,2012-09-27,4,940.0,1040.0,1040.0,0.0,4569.03,0.0,0
0379,0184,FL,2017-08-20,2017-11-12,12,820.0,1120.0,0.0,0.0,4730.13,0.0,1
0380,0184,TN,2019-02-22,2019-04-19,8,780.0,980.0,0.0,0.0,3556.05,3031.98,1
0381,0185,AL,2015-08-04,2015-10-27,12,1410.0,1710.0,0.0,0.0,7642.1,0.0,1
0382,0185,FL,2012-07-21,2012-08-18,4,1480.0,1580.0,1580.0,0.0,7491.07,0.0,0
0383,0185,FL,2016-12-06,2017-01-03,4,1440.0,1540.0,1540.0,0.0,7872.09,0.0,0
0384,0185,FL,2017-08-11,2017-09-08,4,1380.0,1480.0,1480.0,0.0,7653.39,0.0,0
0385,0186,FL,2016-11-24,2017-02-16,12,1250.0,1550.0,0.0,0.0,5244.65,4563.31,1
0386,0186,FL,2019-02-08,2019-05-03,12,790.0,1090.0,1089.9600000000003,20.0,4558.74,0.0,0
0387,0186,FL,2012-06-19,2012-08-14,8,1040.0,1240.0,1240.0,0.0,5018.94,0.0,0
0388,0186,FL,2012-11-29,2012-12-27,4,650.0,750.0,750.0,20.0,3509.98,0.0,0
0389,0186,FL,2019-08-31,2019-09-28,4,1120.0,1220.0,1220.0,0.0,6530.85,0.0,0
0390,0186,AL,2017-03-22,2017-04-19,4,940.0,1040.0,0.0,0.0,4372.81,3710.78,1
0391,0187,FL,2015-01-25,2015-04-19,12,800.0,1100.0,1100.0399999999997,0.0,5218.17,0.0,0
0392,0187,AL,2017-09-25,2017-10-23,4,1000.0,1100.0,1100.0,0.0,8537.71,0.0,0
0393,0187,TN,2014-01-06,2014-02-03,4,770.0,870.0,870.0,0.0,5649.02,0.0,0
0394,0188,MS,2013-09-27,2013-12-20,12,1200.0,1500.0,1500.0,0.0,5239.15,0.0,0
0395,0188,TN,2015-03-17,2015-05-12,8,1150.0,1350.0,0.0,0.0,5370.53,3933.33,1
0396,0188,TN,2012-01-26,2012-02-23,4,960.0,1060.0,1060.0,0.0,7312.49,0.0,0
0397,0189,TN,2016-04-09,2016-05-07,4,1480.0,1580.0,1580.0,0.0,8698.46,0.0,0
0398,0189,AL,2019-06-17,2019-07-15,4,820.0,920.0,920.0,0.0,5855.87,0.0,0
0399,0189,MS,2018-12-14,2019-01-11,4,1050.0,1150.0,1150.0,0.0,8106.84,0.0,0
0400,0189,MS,2012-05-07,2012-06-04,4,1100.0,1200.0,1200.0,0.0,8063.12,0.0,0
0401,0190,TN,2016-07-26,2016-08-23,4,1540.0,1640.0,1640.0,0.0,7087.97,0.0,0
0402,0190,FL,2015-12-23,2016-01-20,4,1340.0,1440.0,1440.0,0.0,7131.67,0.0,0
0403,0191,FL,2018-06-22,2018-07-20,4,790.0,890.0,890.0,0.0,4210.11,0.0,0
0404,0192,MS,2014-12-05,2015-01-02,4,1210.0,1310.0,1310.0,0.0,8298.8,0.0,0
0405,0192,AL,2016-05-20,2016-07-15,8,1190.0,1390.0,1390.0,0.0,7734.93,0.0,0
0406,0193,FL,2015-06-28,2015-07-26,4,860.0,960.0,960.0,20.0,4984.41,0.0,0
0407,0194,FL,2019-01-08,2019-04-02,12,870.0,1170.0,1170.0,0.0,5099.33,0.0,0
0408,0194,FL,2013-03-08,2013-05-03,8,500.0,700.0,700.0,0.0,3449.24,0.0,0
0409,0195,FL,2014-03-16,2014-05-11,8,1140.0,1340.0,1340.0,40.0,6238.54,0.0,0
0410,0195,FL,2017-04-11,2017-05-09,4,560.0,660.0,0.0,0.0,5149.88,3686.84,1
0411,0195,FL,2015-10-19,2015-11-16,4,750.0,850.0,850.0,0.0,6290.06,0.0,0
0412,0196,MS,2012-01-20,2012-04-13,12,770.0,1070.0,0.0,0.0,5630.58,0.0,1
0413,0196,TN,2012-03-09,2012-04-06,4,840.0,940.0,940.0,0.0,5020.15,0.0,0
0414,0197,AL,2018-08-09,2018-10-04,8,1230.0,1430.0,0.0,0.0,5836.41,0.0,1
0415,0197,FL,2017-10-29,2017-12-24,8,1290.0,1490.0,1490.0,0.0,6123.57,0.0,0
0416,0198,FL,2015-09-14,2015-12-07,12,1330.0,1630.0,1629.9599999999998,0.0,5867.01,0.0,0
0417,0199,FL,2015-02-05,2015-03-05,4,1360.0,1460.0,1460.0,0.0,7042.28,0.0,0
0418,0199,AL,2015-02-10,2015-03-10,4,1130.0,1230.0,1230.0,0.0,5035.91,0.0,0
0419,0199,FL,2014-03-08,2014-04-05,4,1010.0,1110.0,1110.0,0.0,5734.01,0.0,0
0420,0199,FL,2018-05-02,2018-05-30,4,860.0,960.0,960.0,20.0,5415.43,0.0,0
0421,0200,FL,2014-10-05,2014-11-02,4,520.0,620.0,620.0,0.0,4526.57,0.0,0
0422,0200,FL,2019-09-05,2019-10-03,4,1010.0,1110.0,1110.0,20.0,5805.1,0.0,0
0423,0201,FL,2016-10-20,2016-11-17,4,1370.0,1470.0,1470.0,0.0,6210.63,0.0,0
0424,0201,FL,2013-12-07,2014-01-04,4,760.0,860.0,860.0,0.0,4641.34,0.0,0
0425,0201,FL,2019-11-24,2019-12-22,4,1160.0,1260.0,1260.0,0.0,4851.86,0.0,0
0426,0201,FL,2017-12-11,2018-01-08,4,1130.0,1230.0,0.0,0.0,4923.66,4910.27,1
0427,0202,FL,2013-10-27,2013-11-24,4,1200.0,1300.0,1300.0,0.0,7285.1,0.0,0
0428,0202,FL,2016-02-14,2016-05-08,12,1200.0,1500.0,1500.0,20.0,6400.74,0.0,0
0429,0203,FL,2013-01-14,2013-02-11,4,1400.0,1500.0,1500.0,0.0,9794.86,0.0,0
0430,0203,FL,2016-10-16,2017-01-08,12,1990.0,2290.0,2289.9599999999996,20.0,10921.89,0.0,0
0431,0203,FL,2017-05-05,2017-06-02,4,1770.0,1870.0,1870.0,0.0,9024.86,0.0,0
0432,0203,FL,2012-03-07,2012-05-30,12,1090.0,1390.0,1389.96,20.0,9311.02,0.0,0
0433,0203,TN,2016-03-19,2016-04-16,4,1640.0,1740.0,0.0,0.0,10175.62,0.0,1
0434,0204,TN,2018-11-13,2019-02-05,12,2160.0,2460.0,2460.0,0.0,9841.79,0.0,0
0435,0205,FL,2018-03-30,2018-04-27,4,1400.0,1500.0,0.0,0.0,7568.45,6383.8,1
0436,0205,FL,2012-08-30,2012-10-25,8,1600.0,1800.0,1800.0,20.0,7120.15,0.0,0
0437,0205,FL,2016-08-17,2016-11-09,12,1350.0,1650.0,1650.0,20.0,6875.62,0.0,0
0438,0206,AL,2014-07-23,2014-08-20,4,1100.0,1200.0,1200.0,0.0,7810.91,0.0,0
0439,0206,FL,2015-05-11,2015-08-03,12,1300.0,1600.0,1599.9599999999998,0.0,7590.55,0.0,0
0440,0206,AL,2013-09-13,2013-10-11,4,1610.0,1710.0,0.0,0.0,8681.97,6146.38,1
0441,0207,TN,2016-08-20,2016-09-17,4,1020.0,1120.0,1120.0,0.0,8291.01,0.0,0
0442,0208,FL,2019-05-17,2019-08-09,12,1120.0,1420.0,1419.9599999999998,20.0,5428.39,0.0,0
0443,0209,FL,2015-07-08,2015-09-30,12,1000.0,1300.0,1299.96,0.0,5041.7,0.0,0
0444,0209,FL,2015-12-23,2016-02-17,8,920.0,1120.0,1120.0,0.0,4994.6,0.0,0
0445,0209,FL,2012-05-06,2012-07-29,12,610.0,910.0,909.9600000000002,0.0,4269.79,0.0,0
0446,0210,TN,2015-03-22,2015-04-19,4,780.0,880.0,880.0,0.0,5333.86,0.0,0
0447,0211,FL,2016-03-18,2016-05-13,8,840.0,1040.0,1040.0,0.0,6365.46,0.0,0
0448,0212,AL,2017-06-14,2017-08-09,8,1020.0,1220.0,1220.0,20.0,5584.28,0.0,0
0449,0212,TN,2015-09-03,2015-11-26,12,880.0,1180.0,0.0,0.0,4612.4,0.0,1
0450,0212,TN,2015-05-31,2015-08-23,12,810.0,1110.0,1110.0,0.0,6791.78,0.0,0
0451,0213,MS,2017-06-15,2017-09-07,12,580.0,880.0,879.9600000000002,0.0,4622.49,0.0,0
0452,0214,MS,2012-05-15,2012-08-07,12,420.0,720.0,0.0,0.0,3582.45,3346.62,1
0453,0215,FL,2012-08-25,2012-09-22,4,690.0,790.0,0.0,0.0,4719.06,4299.52,1
0454,0216,TN,2017-08-12,2017-09-09,4,1010.0,1110.0,1110.0,0.0,6891.08,0.0,0
0455,0216,TN,2012-10-22,2012-11-19,4,780.0,880.0,880.0,0.0,6162.92,0.0,0
0456,0217,FL,2019-01-15,2019-03-12,8,900.0,1100.0,1100.0,0.0,5655.57,0.0,0
0457,0217,FL,2015-08-11,2015-11-03,12,750.0,1050.0,1050.0,20.0,3274.35,0.0,0
0458,0217,TN,2018-05-16,2018-08-08,12,1100.0,1400.0,1400.0400000000002,20.0,4766.36,0.0,0
0459,0217,FL,2013-04-06,2013-05-04,4,880.0,980.0,980.0,0.0,4515.88,0.0,0
0460,0217,FL,2019-09-23,2019-10-21,4,850.0,950.0,950.0,0.0,3263.03,0.0,0
0461,0217,FL,2017-01-13,2017-02-10,4,750.0,850.0,850.0,0.0,4057.5,0.0,0
0462,0218,TN,2016-09-21,2016-12-14,12,610.0,910.0,0.0,0.0,2873.59,2623.52,1
0463,0219,MS,2013-07-19,2013-09-13,8,900.0,1100.0,1100.0,0.0,4017.37,0.0,0
0464,0220,AL,2012-03-10,2012-06-02,12,1400.0,1700.0,1700.0400000000002,20.0,8034.37,0.0,0
0465,0220,AL,2012-11-09,2013-02-01,12,1420.0,1720.0,1719.9599999999998,0.0,7642.37,0.0,0
0466,0220,FL,2014-02-25,2014-03-25,4,850.0,950.0,950.0,0.0,7026.19,0.0,0
0467,0221,TN,2013-08-31,2013-09-28,4,1140.0,1240.0,1240.0,0.0,6735.23,0.0,0
0468,0221,FL,2015-06-25,2015-07-23,4,920.0,1020.0,1020.0,0.0,4972.11,0.0,0
0469,0221,FL,2018-04-24,2018-05-22,4,1000.0,1100.0,1100.0,20.0,5155.53,0.0,0
0470,0222,FL,2017-01-28,2017-02-25,4,1190.0,1290.0,1290.0,0.0,6170.47,0.0,0
0471,0222,FL,2017-01-19,2017-04-13,12,690.0,990.0,990.0,20.0,3688.02,0.0,0
0472,0222,FL,2016-02-07,2016-04-03,8,970.0,1170.0,1170.0,0.0,6096.22,0.0,0
0473,0222,TN,2014-11-26,2015-02-18,12,930.0,1230.0,1230.0,40.0,5042.86,0.0,0
0474,0223,TN,2013-11-27,2014-02-19,12,1010.0,1310.0,1310.04,0.0,7312.98,0.0,0
0475,0223,TN,2014-04-18,2014-05-16,4,900.0,1000.0,1000.0,40.0,6430.36,0.0,0
0476,0223,FL,2014-03-26,2014-06-18,12,830.0,1130.0,1130.04,20.0,4651.93,0.0,0
0477,0223,MS,2015-07-25,2015-08-22,4,910.0,1010.0,1010.0,0.0,5602.11,0.0,0
0478,0224,AL,2013-03-12,2013-04-09,4,500.0,600.0,0.0,0.0,2829.56,2358.97,1
0479,0224,AL,2017-11-14,2018-02-06,12,500.0,800.0,800.0399999999998,40.0,3940.41,0.0,0
0480,0225,FL,2018-03-22,2018-05-17,8,510.0,710.0,710.0,20.0,4449.45,0.0,0
0481,0225,FL,2015-09-19,2015-12-12,12,470.0,770.0,0.0,0.0,3787.05,0.0,1
0482,0225,TN,2016-02-12,2016-04-08,8,740.0,940.0,940.0,0.0,4836.2,0.0,0
0483,0225,AL,2016-01-13,2016-03-09,8,700.0,900.0,900.0,40.0,3686.34,0.0,0
0484,0226,FL,2017-08-08,2017-10-31,12,1150.0,1450.0,1449.96,0.0,6379.27,0.0,0
0485,0227,TN,2013-08-16,2013-09-13,4,510.0,610.0,610.0,0.0,3175.45,0.0,0
0486,0228,TN,2015-02-01,2015-04-26,12,1230.0,1530.0,1530.0,20.0,5898.92,0.0,0
0487,0228,AL,2018-10-03,2018-10-31,4,1200.0,1300.0,1300.0,0.0,6183.97,0.0,0
0488,0229,AL,2013-11-22,2013-12-20,4,1120.0,1220.0,0.0,0.0,4638.69,4042.57,1
0489,0229,FL,2013-05-23,2013-08-15,12,920.0,1220.0,1220.0400000000002,20.0,5041.6,0.0,0
0490,0229,AL,2018-07-19,2018-08-16,4,610.0,710.0,0.0,0.0,3588.61,3190.69,1
0491,0229,FL,2014-07-05,2014-08-02,4,1050.0,1150.0,0.0,0.0,5314.77,3828.48,1
0492,0229,MS,2014-11-19,2015-02-11,12,990.0,1290.0,0.0,0.0,5035.16,4762.37,1
0493,0230,TN,2015-08-14,2015-11-06,12,1090.0,1390.0,1389.9599999999998,20.0,7193.47,0.0,0
0494,0231,FL,2012-04-15,2012-05-13,4,1190.0,1290.0,1290.0,0.0,9162.32,0.0,0
0495,0231,MS,2014-07-06,2014-08-03,4,1330.0,1430.0,1430.0,20.0,9108.32,0.0,0
0496,0231,FL,2015-10-06,2015-11-03,4,980.0,1080.0,1080.0,20.0,8003.99,0.0,0
0497,0231,FL,2019-05-10,2019-06-07,4,1630.0,1730.0,1730.0,0.0,8942.11,0.0,0
0498,0231,AL,2015-12-09,2016-01-06,4,1460.0,1560.0,1560.0,0.0,9227.13,0.0,0
0499,0232,AL,2018-09-16,2018-12-09,12,1410.0,1710.0,1710.0,20.0,8487.28,0.0,0
0500,0232,FL,2015-05-03,2015-06-28,8,1040.0,1240.0,1240.0,40.0,5454.6,0.0,0
0501,0233,FL,2016-12-06,2017-01-03,4,920.0,1020.0,0.0,0.0,4678.78,4043.32,1
0502,0234,FL,2015-11-19,2016-02-11,12,1700.0,2000.0,2000.0400000000002,20.0,8453.57,0.0,0
0503,0234,AL,2019-08-03,2019-10-26,12,810.0,1110.0,1110.0,20.0,5218.94,0.0,0
0504,0235,TN,2017-04-25,2017-05-23,4,930.0,1030.0,1030.0,0.0,7600.24,0.0,0
0505,0236,FL,2013-05-26,2013-06-23,4,1440.0,1540.0,1540.0,0.0,8106.82,0.0,0
0506,0236,FL,2012-11-02,2012-12-28,8,1030.0,1230.0,1230.0,0.0,7949.44,0.0,0
0507,0237,TN,2017-03-10,2017-06-02,12,1060.0,1360.0,1359.96,20.0,6756.72,0.0,0
0508,0238,FL,2013-09-21,2013-12-14,12,1180.0,1480.0,0.0,0.0,5335.9,4831.32,1
0509,0238,FL,2014-09-18,2014-10-16,4,1480.0,1580.0,0.0,0.0,7789.35,6361.96,1
0510,0239,FL,2012-02-19,2012-04-15,8,1260.0,1460.0,1460.0,0.0,8653.0,0.0,0
0511,0239,FL,2015-09-07,2015-10-05,4,1990.0,2090.0,2090.0,20.0,9786.79,0.0,0
0512,0240,FL,2013-11-15,2013-12-13,4,870.0,970.0,970.0,0.0,5386.67,0.0,0
